id_bien_immo;code_local;type_local;surf_re;nbre_piece;surf_car;id_com
748;2;Appartement;55;3;55.32;142
749;2;Appartement;39;2;38.78;143
750;2;Appartement;40;2;47.35;142
751;2;Appartement;33;2;26.08;143
752;2;Appartement;70;2;65.28;142
753;1;Maison;277;6;288.59;144
754;2;Appartement;20;1;21.83;142
755;2;Appartement;51;2;50.01;142
756;2;Appartement;36;1;35.53;144
757;2;Appartement;123;4;117.5;142
758;2;Appartement;124;5;36.4;142
759;2;Appartement;20;1;26;144
760;2;Appartement;32;2;42.26;144
761;2;Appartement;84;2;85.71;144
762;2;Appartement;40;1;38.03;144
763;2;Appartement;91;5;91.41;146
764;2;Appartement;83;3;84.01;142
765;2;Appartement;24;1;23.74;142
766;2;Appartement;18;1;18.74;142
767;2;Appartement;16;1;32.47;143
768;2;Appartement;67;3;67.18;143
769;1;Maison;102;5;99.84;146
770;2;Appartement;25;1;16.13;144
771;2;Appartement;45;2;31.43;142
772;2;Appartement;42;1;52.8;148
773;2;Appartement;62;3;47.5;144
774;1;Maison;96;5;96.39;148
775;2;Appartement;107;4;107.24;144
776;2;Appartement;54;2;55.44;148
777;2;Appartement;90;4;91.23;144
778;2;Appartement;40;2;41.01;148
779;2;Appartement;109;4;99.18;142
780;2;Appartement;67;3;67.08;148
781;2;Appartement;47;2;46.81;142
782;2;Appartement;30;1;29.41;142
783;2;Appartement;20;1;20.6;148
784;2;Appartement;92;4;72.3;148
785;2;Appartement;29;1;29.02;142
786;2;Appartement;71;3;64.61;144
787;2;Appartement;62;3;61.8;142
788;2;Appartement;123;6;136.68;148
789;2;Appartement;80;3;75.47;148
790;2;Appartement;35;1;36.54;142
791;2;Appartement;24;2;29.72;148
792;2;Appartement;45;2;44.39;144
793;2;Appartement;28;1;27;148
794;1;Maison;102;5;100.56;148
795;2;Appartement;26;2;30.05;142
796;2;Appartement;18;1;17.04;148
797;2;Appartement;22;1;20.85;148
798;2;Appartement;34;2;34.51;142
799;2;Appartement;69;3;68.36;144
800;2;Appartement;68;3;68.43;148
801;2;Appartement;31;1;31.61;142
802;2;Appartement;20;1;20;144
803;2;Appartement;27;1;28.71;142
804;2;Appartement;47;2;48.52;142
805;2;Appartement;22;1;21.55;148
806;2;Appartement;13;1;17.25;142
807;2;Appartement;69;2;44.36;142
808;2;Appartement;99;4;98.81;148
809;2;Appartement;16;1;15.85;148
810;2;Appartement;23;1;24.3;148
811;2;Appartement;46;2;46.69;148
812;2;Appartement;67;3;66.48;148
813;2;Appartement;17;1;15.85;142
814;2;Appartement;65;3;71.85;142
815;2;Appartement;135;5;137.53;142
816;2;Appartement;56;2;55.77;142
817;2;Appartement;65;3;67.6;144
818;2;Appartement;44;2;42.7;144
819;2;Appartement;20;1;20.18;148
820;2;Appartement;65;3;66.3;148
821;2;Appartement;21;1;21.01;148
822;2;Appartement;43;2;42.01;142
823;2;Appartement;68;4;88.56;142
824;2;Appartement;24;1;24.7;148
825;2;Appartement;36;1;36.43;142
826;2;Appartement;120;5;112.42;142
827;2;Appartement;30;1;31.18;142
828;2;Appartement;122;3;104.93;142
829;2;Appartement;48;2;46.03;148
830;2;Appartement;68;4;76.15;148
831;2;Appartement;86;4;89.07;142
832;2;Appartement;78;4;77.11;148
833;2;Appartement;122;3;104.93;142
834;2;Appartement;28;1;28.34;148
835;1;Maison;84;4;82.41;148
836;2;Appartement;60;2;59.27;148
837;2;Appartement;66;3;61.06;148
838;2;Appartement;154;5;157.49;142
839;2;Appartement;68;4;70.42;148
840;1;Maison;36;2;54.75;144
841;2;Appartement;78;3;69.16;148
842;2;Appartement;20;1;17.08;142
843;2;Appartement;51;2;50.17;142
844;2;Appartement;56;2;59.55;148
845;2;Appartement;80;4;80.69;148
846;2;Appartement;68;3;66.62;148
847;2;Appartement;55;3;57.81;148
848;2;Appartement;46;2;45.01;148
849;2;Appartement;22;1;23.4;148
850;2;Appartement;40;2;40.74;148
851;2;Appartement;78;4;73.6;142
852;2;Appartement;76;4;77.09;148
853;2;Appartement;45;1;43.68;142
854;2;Appartement;16;1;13.71;144
855;2;Appartement;40;2;41.39;148
856;1;Maison;41;2;43.5;144
857;2;Appartement;73;4;73.09;148
858;1;Maison;76;3;73.67;142
859;2;Appartement;20;1;26.5;148
860;1;Maison;95;4;102.4;148
861;2;Appartement;20;1;20.41;148
862;2;Appartement;36;1;35.16;144
863;2;Appartement;54;3;55.39;144
864;2;Appartement;76;3;76.55;148
865;2;Appartement;34;2;34.49;142
866;2;Appartement;42;2;42.12;148
867;2;Appartement;32;2;29.31;142
868;1;Maison;107;4;104.68;148
869;2;Appartement;25;1;23.61;142
870;1;Maison;100;4;99.54;142
871;1;Maison;83;4;84.63;148
872;2;Appartement;86;4;86;148
873;2;Appartement;80;3;80.62;148
874;2;Appartement;78;4;78.41;144
875;2;Appartement;27;1;27.01;148
876;2;Appartement;41;1;42.23;142
877;2;Appartement;24;1;23.13;148
878;2;Appartement;42;3;39.45;148
879;2;Appartement;22;1;16.41;144
880;2;Appartement;63;4;64.04;144
881;2;Appartement;74;3;73.61;148
882;2;Appartement;95;4;95.07;148
883;2;Appartement;19;1;19.51;142
884;2;Appartement;37;1;36.04;148
885;2;Appartement;41;2;42.07;142
886;2;Appartement;48;3;150;142
887;2;Appartement;78;4;75.37;148
888;2;Appartement;36;1;58.1;148
889;2;Appartement;76;3;75.41;148
890;2;Appartement;70;3;60.26;144
891;2;Appartement;38;3;38.7;142
892;2;Appartement;26;2;25.68;142
893;2;Appartement;19;1;23.11;142
894;2;Appartement;44;2;44.29;148
895;2;Appartement;23;2;22.96;142
896;2;Appartement;42;2;36.73;148
897;2;Appartement;80;3;80.13;142
898;2;Appartement;75;3;75.71;148
899;2;Appartement;53;3;54.44;144
900;2;Appartement;22;1;23.32;148
901;2;Appartement;52;2;54.27;148
902;2;Appartement;17;1;25.13;148
903;2;Appartement;27;1;24.16;142
904;2;Appartement;51;2;51.18;142
905;2;Appartement;41;2;41.09;148
906;2;Appartement;95;4;95.69;142
907;2;Appartement;59;2;57.92;142
908;2;Appartement;31;1;31.03;148
909;2;Appartement;21;1;22.01;148
910;2;Appartement;176;5;171.05;148
911;2;Appartement;20;1;18.29;144
912;2;Appartement;36;2;35.3;148
913;2;Appartement;72;3;72.05;144
914;2;Appartement;47;2;47.59;148
915;2;Appartement;58;3;60.79;148
916;2;Appartement;82;3;82.52;148
917;2;Appartement;53;3;52.19;144
918;2;Appartement;40;2;38.46;144
919;2;Appartement;32;1;32.2;148
920;2;Appartement;52;2;49.04;142
921;2;Appartement;69;3;71.59;148
922;2;Appartement;57;2;55.1;142
923;2;Appartement;57;1;54.06;148
924;2;Appartement;25;1;26.14;142
925;2;Appartement;24;1;22.49;148
926;2;Appartement;46;2;46.48;144
927;2;Appartement;80;4;80.18;148
928;2;Appartement;54;3;54.09;148
929;2;Appartement;74;5;74.96;144
930;1;Maison;87;4;93.3;148
931;2;Appartement;49;2;49.76;148
932;2;Appartement;20;1;20.5;148
933;2;Appartement;49;2;49.41;144
934;2;Appartement;77;3;79.8;142
935;2;Appartement;67;3;68.95;142
936;2;Appartement;63;3;62.93;142
937;2;Appartement;30;1;30.63;144
938;2;Appartement;62;3;62.98;142
939;2;Appartement;31;1;32;148
940;2;Appartement;75;3;76.92;142
941;2;Appartement;54;2;52.22;148
942;2;Appartement;22;2;9.81;142
943;2;Appartement;63;4;63.45;144
944;2;Appartement;67;3;68.02;142
945;2;Appartement;25;1;26.2;142
946;2;Appartement;43;2;50.12;144
947;2;Appartement;37;1;35.8;142
948;2;Appartement;20;2;32.03;148
949;2;Appartement;20;1;21.01;148
950;2;Appartement;80;3;78.01;148
951;2;Appartement;36;2;38.69;148
952;2;Appartement;26;1;26.02;148
953;2;Appartement;42;2;51.39;148
954;2;Appartement;72;3;54.22;142
955;2;Appartement;28;1;29.16;148
956;2;Appartement;57;2;54.34;149
957;2;Appartement;81;3;83.72;149
958;2;Appartement;32;1;27.8;150
959;2;Appartement;32;2;29.82;149
960;2;Appartement;89;3;88.39;151
961;2;Appartement;48;2;49.42;149
962;2;Appartement;110;3;98.5;149
963;2;Appartement;29;1;29;149
964;2;Appartement;47;2;47.42;151
965;2;Appartement;36;2;33.63;149
966;2;Appartement;45;3;44.05;149
967;2;Appartement;46;2;46.66;149
968;2;Appartement;50;3;36.8;151
969;2;Appartement;36;2;38;151
970;2;Appartement;37;1;34.66;149
971;2;Appartement;18;1;16.65;150
972;2;Appartement;60;3;61.17;149
973;2;Appartement;42;2;42.84;149
974;2;Appartement;55;2;56.01;149
975;2;Appartement;24;1;23.92;150
976;2;Appartement;34;3;25.8;150
977;2;Appartement;40;2;39.97;149
978;2;Appartement;76;4;77.15;149
979;2;Appartement;24;1;31.95;149
980;2;Appartement;35;1;34.63;150
981;2;Appartement;29;1;25.85;150
982;2;Appartement;30;1;42.41;152
983;2;Appartement;43;2;72.95;153
984;2;Appartement;27;1;30.1;151
985;2;Appartement;28;1;27.31;151
986;1;Maison;92;3;103.21;154
987;2;Appartement;67;3;69.82;151
988;2;Appartement;34;2;40.2;151
989;2;Appartement;19;1;17.13;150
990;2;Appartement;32;1;29.29;150
991;2;Appartement;18;1;16.2;150
992;2;Appartement;27;1;27.01;151
993;2;Appartement;46;2;130.6;150
994;2;Appartement;72;4;74.71;151
995;2;Appartement;49;1;49.06;149
996;1;Maison;66;3;67.34;150
997;2;Appartement;78;4;79.07;150
998;2;Appartement;18;2;15.41;149
999;2;Appartement;40;2;41.88;149
1000;2;Appartement;32;1;28.95;150
1001;2;Appartement;32;2;51.35;155
1002;2;Appartement;31;1;32.73;149
1003;2;Appartement;30;1;30.7;149
1004;2;Appartement;38;2;39.04;151
1005;1;Maison;60;3;53.12;154
1006;2;Appartement;33;1;26.4;154
1007;2;Appartement;59;2;59.21;149
1008;2;Appartement;60;3;61.04;149
1009;2;Appartement;72;3;67.3;151
1010;2;Appartement;72;3;71.3;151
1011;2;Appartement;23;1;23.2;151
1012;2;Appartement;67;3;67.3;150
1013;2;Appartement;24;1;27.5;156
1014;2;Appartement;31;1;32.18;149
1015;2;Appartement;68;3;67.78;151
1016;2;Appartement;42;3;42.61;150
1017;2;Appartement;75;3;76.24;151
1018;2;Appartement;19;1;18.92;149
1019;2;Appartement;23;1;22.16;150
1020;2;Appartement;29;1;25.23;149
1021;2;Appartement;40;2;41.56;149
1022;2;Appartement;64;3;72.6;150
1023;2;Appartement;103;3;107.35;157
1024;2;Appartement;28;1;27.9;149
1025;2;Appartement;23;1;23.63;149
1026;2;Appartement;71;2;70.18;151
1027;2;Appartement;50;2;46.2;149
1028;2;Appartement;28;1;28.28;150
1029;2;Appartement;99;4;95.85;150
1030;2;Appartement;25;1;26.45;151
1031;2;Appartement;30;1;31.76;149
1032;2;Appartement;24;1;21.64;149
1033;2;Appartement;40;1;30.26;150
1034;2;Appartement;42;3;23.05;158
1035;2;Appartement;35;2;36.67;151
1036;2;Appartement;25;1;24.35;153
1037;1;Maison;89;3;113.1;150
1038;2;Appartement;31;1;34.3;159
1039;2;Appartement;20;1;15.94;150
1040;2;Appartement;22;1;21.02;150
1041;2;Appartement;31;1;31.27;149
1042;2;Appartement;36;1;33.24;150
1043;2;Appartement;42;2;40.25;151
1044;2;Appartement;41;1;39.91;150
1045;2;Appartement;64;3;60.3;149
1046;2;Appartement;36;2;37.25;153
1047;1;Maison;180;4;44.88;149
1048;2;Appartement;49;2;48.03;150
1049;2;Appartement;56;2;52.5;150
1050;2;Appartement;40;2;40.42;156
1051;2;Appartement;65;4;63.42;149
1052;2;Appartement;47;2;47.03;149
1053;2;Appartement;39;2;39.32;149
1054;2;Appartement;32;2;31.81;151
1055;2;Appartement;88;5;115.42;149
1056;2;Appartement;40;2;37.6;151
1057;2;Appartement;23;1;23.53;151
1058;2;Appartement;64;2;86.46;150
1059;2;Appartement;31;0;24.74;151
1060;2;Appartement;56;3;56.5;150
1061;2;Appartement;72;3;70.56;150
1062;2;Appartement;30;2;35.02;149
1063;2;Appartement;38;1;38.57;150
1064;2;Appartement;38;2;38.77;149
1065;2;Appartement;92;4;86.65;150
1066;2;Appartement;37;1;36.54;149
1067;2;Appartement;53;2;55.65;154
1068;2;Appartement;45;2;47.38;149
1069;2;Appartement;37;1;34.39;149
1070;2;Appartement;53;2;39.51;149
1071;2;Appartement;40;2;38.71;150
1072;2;Appartement;83;3;77.6;149
1073;2;Appartement;23;2;28.02;149
1074;2;Appartement;28;1;28.33;150
1075;2;Appartement;26;2;27.62;149
1076;2;Appartement;19;1;19.05;149
1077;2;Appartement;53;3;51.16;150
1078;2;Appartement;27;1;27.83;150
1079;2;Appartement;30;2;36.34;155
1080;2;Appartement;41;2;41.14;149
1081;2;Appartement;100;3;96.83;151
1082;2;Appartement;18;1;16.64;150
1083;2;Appartement;45;2;35.48;149
1084;2;Appartement;67;3;67.21;149
1085;2;Appartement;39;1;39.51;149
1086;2;Appartement;33;2;32.84;149
1087;2;Appartement;25;2;21.79;160
1088;2;Appartement;55;2;51.21;149
1089;2;Appartement;67;3;63.27;149
1090;2;Appartement;22;2;22.89;149
1091;2;Appartement;80;4;77.58;150
1092;2;Appartement;34;2;33.88;151
1093;2;Appartement;32;1;28.26;150
1094;2;Appartement;57;3;56.95;150
1095;2;Appartement;40;2;41.66;149
1096;2;Appartement;18;2;22.08;149
1097;2;Appartement;29;1;25.27;150
1098;2;Appartement;38;1;39.66;149
1099;2;Appartement;27;1;27.84;151
1100;2;Appartement;29;1;29.7;149
1101;2;Appartement;28;1;27.91;158
1102;2;Appartement;68;1;51.68;149
1103;2;Appartement;27;1;35.28;151
1104;2;Appartement;48;2;47.63;149
1105;2;Appartement;59;1;59.6;150
1106;2;Appartement;83;4;88.88;150
1107;2;Appartement;119;4;129.61;149
1108;2;Appartement;25;1;25.01;149
1109;2;Appartement;54;4;43.65;149
1110;2;Appartement;30;1;25.6;149
1111;2;Appartement;65;2;55.07;151
1112;2;Appartement;25;1;36.38;150
1113;2;Appartement;76;3;76.05;149
1114;2;Appartement;100;4;93.22;150
1115;2;Appartement;47;2;47.27;149
1116;2;Appartement;55;2;58.56;150
1117;2;Appartement;60;3;57.3;149
1118;2;Appartement;30;1;22.4;149
1119;2;Appartement;72;2;71.13;149
1120;2;Appartement;105;5;107.56;149
1121;2;Appartement;21;1;20.56;149
1122;2;Appartement;30;1;25.31;150
1123;2;Appartement;50;2;51.6;149
1124;2;Appartement;23;1;22.62;149
1125;2;Appartement;38;1;31.06;150
1126;2;Appartement;33;1;27.3;151
1127;2;Appartement;21;1;21.22;149
1128;2;Appartement;59;2;99.89;150
1129;2;Appartement;110;3;138.33;149
1130;2;Appartement;30;1;29.02;149
1131;2;Appartement;37;2;37.86;149
1132;2;Appartement;32;2;23.4;149
1133;2;Appartement;35;1;30.93;149
1134;2;Appartement;20;1;20.19;150
1135;2;Appartement;86;4;84;155
1136;2;Appartement;26;2;27.24;155
1137;2;Appartement;63;3;62.56;149
1138;2;Appartement;34;1;35.03;151
1139;2;Appartement;44;2;43.41;149
1140;2;Appartement;74;4;72.01;149
1141;2;Appartement;46;4;56.95;153
1142;2;Appartement;31;2;11.5;150
1143;2;Appartement;42;2;42.13;151
1144;2;Appartement;19;1;19.3;151
1145;2;Appartement;37;1;33.56;149
1146;1;Maison;96;4;83.55;161
1147;2;Appartement;58;2;59.16;149
1148;2;Appartement;40;2;39.66;149
1149;2;Appartement;39;2;39.7;149
1150;2;Appartement;33;1;33.57;149
1151;2;Appartement;30;1;29.32;150
1152;2;Appartement;28;2;26.77;149
1153;2;Appartement;58;2;56.05;162
1154;2;Appartement;28;1;34.46;163
1155;2;Appartement;75;3;63.15;164
1156;2;Appartement;45;2;43.42;165
1157;2;Appartement;59;2;50.85;166
1158;2;Appartement;25;1;22.71;167
1159;2;Appartement;50;3;50.15;168
1160;2;Appartement;71;4;71.56;169
1161;2;Appartement;53;2;52.73;170
1162;2;Appartement;24;1;24.58;170
1163;2;Appartement;25;1;26.3;163
1164;2;Appartement;47;2;43.3;171
1165;2;Appartement;29;1;28.01;172
1166;2;Appartement;24;2;21.43;162
1167;2;Appartement;38;2;35.4;172
1168;2;Appartement;29;1;28.63;163
1169;2;Appartement;88;3;86.78;173
1170;2;Appartement;50;3;43.89;174
1171;2;Appartement;70;2;58.53;170
1172;2;Appartement;38;2;35.25;166
1173;2;Appartement;63;3;62.9;175
1174;2;Appartement;46;2;43.65;164
1175;2;Appartement;34;1;34.11;170
1176;2;Appartement;67;3;70.64;176
1177;1;Maison;105;4;84.37;177
1178;2;Appartement;24;1;22.89;163
1179;2;Appartement;33;2;32.1;174
1180;2;Appartement;21;2;22.42;174
1181;2;Appartement;35;1;30.01;166
1182;1;Maison;103;6;116.57;176
1183;2;Appartement;45;2;60.42;176
1184;2;Appartement;65;2;88.05;162
1185;2;Appartement;21;1;21.82;163
1186;2;Appartement;61;3;59.18;169
1187;2;Appartement;16;1;15.97;163
1188;2;Appartement;30;2;42.1;163
1189;2;Appartement;42;2;80.25;166
1190;2;Appartement;27;1;28.35;178
1191;2;Appartement;45;3;35.71;179
1192;2;Appartement;60;2;43.2;164
1193;2;Appartement;29;2;31.08;163
1194;2;Appartement;85;1;87.01;180
1195;1;Maison;51;3;102.75;164
1196;2;Appartement;57;3;57.45;181
1197;2;Appartement;75;3;75.81;179
1198;2;Appartement;72;2;57.72;162
1199;2;Appartement;32;2;30.03;163
1200;2;Appartement;24;1;22.67;163
1201;2;Appartement;30;1;26.65;164
1202;2;Appartement;22;1;21.5;174
1203;2;Appartement;47;2;43;164
1204;2;Appartement;21;1;21.46;162
1205;2;Appartement;95;3;59.85;162
1206;2;Appartement;32;2;32.98;182
1207;2;Appartement;92;4;178.86;183
1208;2;Appartement;18;1;17.74;163
1209;2;Appartement;56;3;57.37;169
1210;2;Appartement;67;3;67.8;184
1211;2;Appartement;45;3;44.9;165
1212;2;Appartement;39;2;39.86;168
1213;2;Appartement;53;3;53.65;175
1214;2;Appartement;54;3;48.2;168
1215;2;Appartement;45;2;38.75;162
1216;2;Appartement;16;1;16.38;170
1217;2;Appartement;74;4;75.05;175
1218;2;Appartement;60;2;51.44;162
1219;2;Appartement;100;5;79.11;170
1220;2;Appartement;20;1;21.2;178
1221;2;Appartement;40;4;36.48;176
1222;2;Appartement;61;3;79.78;166
1223;2;Appartement;84;3;79.45;164
1224;2;Appartement;84;3;83.28;185
1225;2;Appartement;65;2;52.06;166
1226;2;Appartement;40;1;57.01;162
1227;2;Appartement;30;1;28.34;174
1228;2;Appartement;50;4;58.36;162
1229;2;Appartement;25;1;24.96;163
1230;1;Maison;91;4;96.58;177
1231;2;Appartement;22;1;20.7;174
1232;2;Appartement;49;3;46.05;186
1233;2;Appartement;15;1;15.72;162
1234;2;Appartement;39;2;57.75;166
1235;2;Appartement;49;2;46.02;163
1236;2;Appartement;20;1;20.85;164
1237;2;Appartement;68;3;69.47;166
1238;2;Appartement;40;1;44.05;187
1239;2;Appartement;60;2;52.6;178
1240;2;Appartement;24;1;22.05;170
1241;2;Appartement;58;4;65.67;188
1242;2;Appartement;43;2;41.77;166
1243;2;Appartement;50;2;49.23;166
1244;2;Appartement;60;2;53.62;166
1245;2;Appartement;29;1;26.61;174
1246;2;Appartement;14;1;14.53;170
1247;2;Appartement;88;3;86.14;172
1248;2;Appartement;32;2;31.91;163
1249;2;Appartement;85;4;85.15;189
1250;2;Appartement;45;1;30.38;187
1251;2;Appartement;60;1;65.39;166
1252;2;Appartement;22;1;18.63;166
1253;2;Appartement;64;3;62.41;166
1254;2;Appartement;28;1;27.34;162
1255;2;Appartement;32;2;31.06;163
1256;2;Appartement;45;3;45.93;190
1257;2;Appartement;30;2;24.45;169
1258;2;Appartement;62;3;63.51;184
1259;2;Appartement;52;3;51.41;184
1260;2;Appartement;34;4;79.2;191
1261;1;Maison;100;5;82.67;186
1262;2;Appartement;83;4;83.05;185
1263;2;Appartement;29;2;29.47;192
1264;2;Appartement;80;3;61.45;193
1265;2;Appartement;45;2;36.09;194
1266;2;Appartement;67;2;59.41;166
1267;2;Appartement;25;1;25.34;163
1268;2;Appartement;60;2;60.48;168
1269;2;Appartement;22;1;21.04;164
1270;2;Appartement;37;2;36.16;163
1271;2;Appartement;50;3;40.56;172
1272;2;Appartement;50;1;44;164
1273;2;Appartement;46;2;43.76;166
1274;2;Appartement;45;2;45.21;163
1275;2;Appartement;40;2;46.49;195
1276;2;Appartement;37;2;36.09;174
1277;2;Appartement;36;1;70.08;191
1278;2;Appartement;47;1;50.01;162
1279;2;Appartement;104;4;107.52;162
1280;2;Appartement;80;3;84.5;166
1281;2;Appartement;169;5;168.51;196
1282;2;Appartement;40;2;39.04;163
1283;2;Appartement;70;2;70;170
1284;2;Appartement;70;2;54.33;177
1285;2;Appartement;38;1;29.51;185
1286;2;Appartement;30;1;29.63;166
1287;2;Appartement;23;1;17.95;177
1288;2;Appartement;41;3;40.1;186
1289;2;Appartement;46;3;51;181
1290;2;Appartement;47;2;44.06;174
1291;2;Appartement;38;1;35.56;170
1292;2;Appartement;70;4;69.4;197
1293;2;Appartement;22;1;20;164
1294;2;Appartement;80;4;78.65;176
1295;2;Appartement;21;1;20.8;174
1296;2;Appartement;45;3;46.24;198
1297;2;Appartement;40;2;32.03;181
1298;2;Appartement;40;2;43.62;172
1299;2;Appartement;25;1;22.36;172
1300;2;Appartement;84;4;82.59;168
1301;2;Appartement;86;3;88.94;162
1302;2;Appartement;38;2;37.14;172
1303;2;Appartement;45;1;36.09;172
1304;2;Appartement;40;4;25.75;162
1305;2;Appartement;24;1;20.41;174
1306;2;Appartement;61;4;65.48;183
1307;2;Appartement;88;4;73.34;199
1308;2;Appartement;36;2;27.33;169
1309;2;Appartement;33;2;32.2;174
1310;2;Appartement;90;3;93;166
1311;2;Appartement;83;3;93;184
1312;2;Appartement;60;5;16.72;185
1313;2;Appartement;20;1;19.32;174
1314;2;Appartement;20;1;20.19;163
1315;2;Appartement;87;4;92.51;176
1316;2;Appartement;27;1;28.25;200
1317;2;Appartement;49;2;49.11;163
1318;2;Appartement;101;3;14.97;170
1319;2;Appartement;55;3;65.85;171
1320;2;Appartement;29;1;26.48;163
1321;2;Appartement;33;2;33.39;174
1322;2;Appartement;65;2;51.07;162
1323;1;Maison;16;1;22.2;170
1324;2;Appartement;29;1;26.87;174
1325;2;Appartement;88;3;83.15;162
1326;2;Appartement;74;3;68.06;182
1327;2;Appartement;125;5;106.76;162
1328;2;Appartement;63;1;48.39;166
1329;2;Appartement;65;3;69.51;180
1330;2;Appartement;30;1;28.95;165
1331;2;Appartement;53;2;48.02;198
1332;2;Appartement;54;3;56;164
1333;2;Appartement;56;3;54;185
1334;2;Appartement;63;1;56.27;162
1335;2;Appartement;25;1;29.07;201
1336;1;Maison;102;3;100.21;202
1337;2;Appartement;52;2;48.68;203
1338;2;Appartement;23;2;22.47;204
1339;2;Appartement;41;2;37.66;204
1340;2;Appartement;40;1;39.11;205
1341;2;Appartement;50;2;54.26;205
1342;2;Appartement;62;3;66.2;206
1343;2;Appartement;30;1;55.35;203
1344;2;Appartement;34;2;51.24;204
1345;2;Appartement;66;3;66.34;201
1346;2;Appartement;68;3;67.71;204
1347;2;Appartement;27;1;27.59;203
1348;2;Appartement;46;3;51.17;204
1349;2;Appartement;33;3;35.76;203
1350;2;Appartement;25;2;24.85;203
1351;2;Appartement;75;3;73.59;204
1352;1;Maison;141;5;172.57;202
1353;1;Maison;119;6;106.63;204
1354;2;Appartement;95;4;92.64;203
1355;2;Appartement;47;2;47.08;204
1356;2;Appartement;105;4;90.45;201
1357;2;Appartement;67;3;67.94;203
1358;2;Appartement;90;3;88.65;205
1359;2;Appartement;83;4;83.7;201
1360;2;Appartement;45;2;45.52;207
1361;2;Appartement;36;1;37.9;203
1362;2;Appartement;43;2;43.68;205
1363;2;Appartement;36;2;38.69;208
1364;2;Appartement;112;4;97.04;204
1365;2;Appartement;42;2;42.57;207
1366;2;Appartement;89;4;87.39;204
1367;2;Appartement;83;4;66.52;201
1368;2;Appartement;86;3;85.83;205
1369;2;Appartement;120;4;105.55;206
1370;2;Appartement;53;2;51.49;205
1371;2;Appartement;29;1;29.3;201
1372;2;Appartement;45;2;44.61;203
1373;2;Appartement;88;4;88.76;201
1374;2;Appartement;17;1;16.7;201
1375;2;Appartement;39;2;39.73;203
1376;2;Appartement;45;2;44.51;201
1377;2;Appartement;59;3;59.2;204
1378;2;Appartement;65;3;66.01;204
1379;2;Appartement;24;1;28.08;204
1380;1;Maison;61;3;77.78;205
1381;2;Appartement;45;2;44.69;203
1382;2;Appartement;75;3;60.92;201
1383;2;Appartement;57;3;59.03;203
1384;2;Appartement;147;5;144.58;207
1385;2;Appartement;33;2;32.15;205
1386;2;Appartement;57;2;55.92;204
1387;2;Appartement;28;2;27.35;203
